date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,wind_speed_10m_mean,shortwave_radiation_sum
2023-01-26,5.4,13.0,-0.5,75,0.0,7.9,10.67
2023-01-27,7.7,13.8,3.0,68,0.0,12.6,11.46
2023-01-28,7.0,12.2,2.8,63,0.0,14.7,12.07
2023-01-29,6.4,11.4,2.8,64,0.0,16.5,12.23
2023-01-30,5.8,11.8,1.9,71,0.0,16.6,12.4
2023-01-31,6.7,14.1,1.1,73,0.0,10.6,12.68
2023-02-01,7.3,13.6,2.9,73,0.0,14.1,12.61
2023-02-02,8.1,15.1,3.2,75,0.0,13.8,12.75
2023-02-03,9.2,17.3,4.0,72,0.0,12.2,12.97
2023-02-04,10.5,19.6,4.3,66,0.0,13.0,13.29
2023-02-05,11.0,16.5,7.3,50,0.0,19.7,13.51
2023-02-06,9.6,15.9,4.7,65,0.0,17.4,13.48
2023-02-07,8.9,14.1,5.5,64,0.0,19.0,12.36
2023-02-08,8.9,12.8,5.3,79,6.2,21.7,10.27
2023-02-09,10.3,15.9,6.4,69,0.1,19.5,13.46
2023-02-10,9.0,14.2,5.1,63,0.0,21.1,13.79
2023-02-11,9.0,14.2,4.9,61,0.0,20.6,12.57
2023-02-12,10.2,15.5,7.0,65,0.0,17.6,9.94
2023-02-13,10.7,17.2,5.9,68,0.0,17.5,12.84
2023-02-14,11.8,17.5,6.9,67,0.0,16.2,13.56
2023-02-15,11.9,17.8,8.0,72,0.0,17.1,13.93
2023-02-16,11.6,18.3,6.7,69,0.0,16.4,14.67
2023-02-17,12.5,18.9,7.7,57,0.0,22.2,14.94
2023-02-18,12.5,16.6,10.2,60,0.0,19.6,10.24
2023-02-19,14.0,19.9,9.7,66,0.2,17.7,13.35
2023-02-20,13.3,19.1,9.0,73,0.3,11.4,11.06
2023-02-21,12.5,17.4,8.7,83,10.5,9.0,13.53
2023-02-22,11.5,17.2,6.7,82,0.0,10.4,11.61
2023-02-23,8.7,12.7,5.0,70,0.0,17.5,16.25
2023-02-24,6.9,12.4,1.1,76,2.0,5.9,15.24
2023-02-25,6.9,11.7,2.2,87,0.9,7.2,9.42
2023-02-26,9.4,15.9,4.3,78,0.0,8.4,14.65
2023-02-27,8.6,13.5,5.3,59,0.0,12.8,16.09
2023-02-28,7.3,13.3,2.3,54,0.0,13.4,16.65
2023-03-01,7.1,12.1,2.1,54,0.0,12.1,17.62
2023-03-02,7.7,14.6,0.7,62,0.0,6.9,17.88
2023-03-03,9.2,15.9,2.1,64,0.0,7.1,16.48
2023-03-04,11.3,17.4,5.3,61,0.6,10.1,13.94
2023-03-05,10.9,12.7,9.5,83,6.6,9.7,5.55
2023-03-06,11.9,14.4,9.2,94,6.0,13.9,3.99
2023-03-07,14.0,18.2,10.6,84,2.5,14.1,10.51
2023-03-08,15.7,18.9,13.7,88,4.4,22.5,8.82
2023-03-09,15.9,19.3,13.9,87,6.4,22.1,14.73
2023-03-10,15.8,20.7,13.2,84,1.2,12.6,13.18
2023-03-11,15.9,20.0,12.3,84,1.3,12.4,9.15
2023-03-12,15.3,20.1,12.3,85,0.0,5.9,16.43
2023-03-13,13.4,18.9,9.8,85,0.5,13.3,12.19
2023-03-14,12.3,17.5,7.2,80,0.0,8.6,17.16
2023-03-15,14.4,23.3,7.5,68,0.0,9.6,19.86
2023-03-16,14.4,21.8,8.0,74,0.5,10.9,16.51
2023-03-17,13.3,16.9,10.0,81,2.1,15.4,14.64
2023-03-18,12.6,16.9,8.5,83,0.0,11.9,14.17
2023-03-19,13.3,20.3,6.9,74,0.0,7.2,20.32
2023-03-20,15.0,22.4,8.3,67,0.0,10.4,20.03
2023-03-21,14.5,22.1,7.9,73,0.0,8.4,20.46
2023-03-22,13.9,20.6,8.8,76,0.0,9.1,19.93
2023-03-23,13.4,19.0,7.7,78,0.0,8.8,15.02
2023-03-24,15.1,19.8,10.3,79,2.3,13.4,12.21
2023-03-25,14.4,21.5,8.1,72,0.0,7.7,21.03
2023-03-26,15.2,20.0,11.5,74,0.1,12.1,21.19
2023-03-27,15.7,23.8,9.5,56,0.0,10.9,22.22
2023-03-28,18.5,27.9,10.3,49,0.0,10.5,21.99
2023-03-29,18.5,27.6,10.8,52,0.0,9.4,21.77
2023-03-30,17.1,23.4,12.3,69,0.1,12.8,18.49
2023-03-31,16.7,21.2,12.3,72,0.4,15.6,17.58
2023-04-01,14.8,18.9,10.6,84,0.5,13.1,10.12
2023-04-02,15.7,22.7,9.0,57,0.0,10.0,23.47
2023-04-03,16.0,23.4,9.4,49,1.7,10.7,19.36
2023-04-04,18.3,25.4,11.6,39,0.0,15.8,23.9
2023-04-05,18.1,25.5,11.0,25,0.0,16.8,24.72
2023-04-06,19.5,27.4,12.0,24,0.0,12.3,24.51
2023-04-07,19.2,27.8,10.6,35,0.0,8.6,24.32
2023-04-08,20.3,28.9,11.2,38,0.0,6.3,24.49
2023-04-09,19.6,28.5,11.3,51,0.0,9.1,24.4
2023-04-10,17.4,24.9,11.1,61,0.0,14.6,24.37
2023-04-11,16.8,23.9,11.1,69,0.0,14.5,24.2
2023-04-12,14.3,19.4,9.8,73,0.6,15.2,11.95
2023-04-13,13.0,18.7,6.7,57,0.0,14.3,22.87
2023-04-14,14.4,19.6,8.3,69,0.0,14.9,14.13
2023-04-15,18.9,27.5,11.1,62,0.0,12.7,25.37
2023-04-16,21.4,28.6,14.7,42,0.0,15.9,25.8
2023-04-17,22.6,29.6,14.6,26,0.0,16.7,26.1
2023-04-18,22.0,29.2,14.5,27,0.0,13.7,26.11
2023-04-19,21.1,29.4,13.8,40,0.0,10.6,26.01
2023-04-20,18.2,25.9,11.8,60,0.0,12.1,26.06
2023-04-21,14.4,21.1,10.1,81,11.0,12.3,11.72
2023-04-22,14.7,20.7,9.2,77,0.3,8.4,20.84
2023-04-23,16.0,22.2,10.2,77,0.0,9.0,17.5
2023-04-24,18.2,25.5,11.0,73,0.0,8.1,25.85
2023-04-25,19.3,26.9,12.6,68,0.0,9.0,26.49
2023-04-26,21.3,29.9,11.9,59,0.0,6.9,26.56
2023-04-27,25.2,34.2,16.7,48,0.0,9.4,25.18
2023-04-28,22.7,29.8,15.7,49,0.1,11.1,23.13
2023-04-29,20.1,25.0,16.1,63,0.9,16.0,21.25
2023-04-30,21.5,29.8,15.0,62,0.0,12.5,24.25
2023-05-01,22.8,30.6,14.9,51,0.0,8.5,27.24
2023-05-02,25.2,33.5,17.3,41,0.0,11.8,25.19
2023-05-03,23.2,29.8,17.4,47,0.1,14.7,22.97
2023-05-04,19.1,25.8,14.2,66,0.1,12.7,20.06
2023-05-05,18.9,25.7,12.5,64,0.0,9.8,27.12
2023-05-06,18.5,24.8,13.1,73,1.3,12.2,18.01
2023-05-07,20.4,28.5,13.0,60,0.0,11.9,27.51
2023-05-08,21.6,29.9,14.5,55,0.0,12.1,27.0
2023-05-09,20.7,27.1,16.0,62,0.0,20.6,22.71
2023-05-10,19.1,27.0,12.7,52,0.0,16.1,28.0
2023-05-11,20.1,28.0,12.4,44,0.0,16.2,28.65
2023-05-12,18.9,25.4,12.6,40,0.0,16.8,28.83
2023-05-13,19.2,25.7,13.1,35,0.0,16.2,28.99
2023-05-14,20.1,28.1,13.4,41,0.0,13.2,26.38
2023-05-15,20.1,27.2,13.3,55,0.0,15.3,27.53
2023-05-16,21.5,27.5,15.4,33,0.0,14.6,27.02
2023-05-17,21.9,27.6,16.1,24,0.0,20.2,27.86
2023-05-18,20.7,26.4,13.4,25,0.0,23.8,29.86
2023-05-19,20.7,25.8,14.2,28,0.0,17.5,29.29
2023-05-20,19.5,22.6,15.5,30,0.0,16.1,16.74
2023-05-21,19.5,23.9,15.7,43,0.1,11.8,22.56
2023-05-22,18.5,24.9,15.0,67,4.8,6.8,20.1
2023-05-23,20.1,26.8,14.8,63,0.2,12.4,21.24
2023-05-24,21.1,27.3,15.2,62,1.0,10.1,25.64
2023-05-25,22.0,29.4,16.2,62,2.3,11.1,26.74
2023-05-26,18.4,22.8,13.8,78,6.9,15.0,19.62
2023-05-27,18.3,22.3,14.1,80,2.3,6.1,17.61
2023-05-28,16.4,19.4,14.0,90,12.7,10.5,8.01
2023-05-29,16.0,18.2,14.0,89,6.8,12.5,9.75
2023-05-30,16.9,20.4,14.2,87,5.7,11.9,14.92
2023-05-31,18.6,24.4,14.3,75,0.0,9.9,27.38
2023-06-01,19.3,26.3,13.1,77,1.2,7.4,26.64
2023-06-02,19.3,25.5,14.8,80,4.4,6.1,23.79
2023-06-03,20.2,26.1,14.7,74,1.1,7.0,25.55
2023-06-04,21.4,27.7,15.6,73,0.4,7.2,27.37
2023-06-05,22.9,29.0,16.9,69,0.0,6.2,27.98
2023-06-06,24.8,32.7,18.3,57,1.8,13.2,23.47
2023-06-07,22.5,28.2,19.1,72,3.8,15.4,19.45
2023-06-08,20.7,25.5,18.1,78,11.5,20.2,17.05
2023-06-09,19.8,23.3,17.4,81,16.4,17.1,14.89
2023-06-10,20.3,26.0,15.8,74,0.3,8.4,26.33
2023-06-11,20.1,25.2,14.7,73,0.9,8.8,20.91
2023-06-12,20.6,26.4,16.1,73,1.3,9.4,22.55
2023-06-13,19.8,24.0,16.2,74,0.8,19.5,25.51
2023-06-14,21.7,29.1,15.2,72,0.0,11.6,28.54
2023-06-15,25.9,33.6,17.2,61,0.0,8.0,29.4
2023-06-16,27.5,35.7,20.8,57,0.0,11.1,27.0
2023-06-17,24.5,31.3,19.0,54,0.0,15.1,29.51
2023-06-18,23.0,29.8,17.0,59,0.1,13.1,24.24
2023-06-19,21.8,28.1,17.0,69,3.5,10.0,22.83
2023-06-20,21.4,26.4,16.5,63,0.4,12.0,22.69
2023-06-21,19.9,24.2,16.9,70,3.9,9.7,17.11
2023-06-22,23.0,31.6,15.4,64,0.0,7.5,29.28
2023-06-23,28.7,36.8,19.2,47,0.0,10.5,29.6
2023-06-24,31.0,39.4,23.9,40,0.0,13.7,29.12
2023-06-25,29.6,38.2,22.2,49,0.0,12.1,29.38
2023-06-26,28.1,37.5,19.5,50,0.0,12.8,30.33
2023-06-27,28.7,37.9,20.2,56,0.0,10.4,29.45
2023-06-28,28.8,37.6,21.0,56,0.0,11.9,29.49
2023-06-29,24.4,30.0,19.4,58,0.0,20.0,30.11
2023-06-30,26.3,34.2,18.4,44,0.0,17.0,29.86
2023-07-01,28.8,36.5,19.4,41,0.0,11.6,29.43
2023-07-02,30.6,38.1,22.7,42,0.0,9.9,28.3
2023-07-03,26.0,34.5,18.7,55,0.0,15.9,29.93
2023-07-04,23.9,32.3,17.2,58,0.0,17.4,30.06
2023-07-05,24.0,32.3,16.8,60,0.0,13.5,27.85
2023-07-06,23.7,31.9,16.7,56,0.0,15.5,29.32
2023-07-07,23.0,30.7,16.0,56,0.0,14.8,29.67
2023-07-08,22.2,29.2,17.3,68,0.2,11.7,16.29
2023-07-09,23.6,32.8,15.7,56,0.0,11.8,30.05
2023-07-10,26.4,37.2,16.3,48,0.0,9.8,29.79
2023-07-11,24.5,32.4,17.9,55,0.0,17.6,29.6
2023-07-12,24.4,32.3,18.3,58,0.0,16.7,27.17
2023-07-13,26.5,35.5,18.4,39,0.0,10.9,29.26
2023-07-14,24.9,31.9,18.4,50,0.0,17.2,28.98
2023-07-15,22.9,28.2,17.9,57,0.0,18.7,23.67
2023-07-16,22.5,31.1,15.1,48,0.0,13.0,29.65
2023-07-17,25.7,37.1,14.9,47,0.0,8.7,29.36
2023-07-18,25.1,34.5,17.9,52,0.0,13.7,27.44
2023-07-19,24.4,34.4,16.6,57,0.0,13.7,29.07
2023-07-20,22.5,29.9,17.0,64,0.0,20.4,28.95
2023-07-21,22.6,29.7,16.5,62,0.0,18.0,28.34
2023-07-22,23.7,33.2,16.4,59,0.0,10.0,28.8
2023-07-23,23.2,31.2,16.4,59,0.0,17.0,28.66
2023-07-24,22.4,28.3,17.9,62,0.0,18.7,24.94
2023-07-25,22.7,31.4,15.3,56,0.0,12.9,28.65
2023-07-26,26.3,36.5,16.5,47,0.0,8.6,28.58
2023-07-27,22.4,28.7,17.2,66,0.0,19.0,27.24
2023-07-28,24.1,32.8,16.5,61,0.0,15.0,27.82
2023-07-29,25.6,32.3,19.6,63,0.0,13.9,25.99
2023-07-30,25.1,33.5,18.3,51,0.0,14.6,28.11
2023-07-31,23.8,32.5,16.8,57,0.0,18.4,28.1
2023-08-01,24.8,32.6,17.8,65,0.0,16.5,27.14
2023-08-02,24.2,31.8,18.9,68,0.0,19.9,22.96
2023-08-03,22.6,31.0,15.8,54,0.0,17.7,27.85
2023-08-04,25.7,33.7,17.6,32,0.0,15.1,27.97
2023-08-05,29.7,38.0,21.4,24,0.0,15.1,27.44
2023-08-06,32.2,40.7,23.4,27,0.0,10.9,27.24
2023-08-07,34.0,42.9,25.6,20,0.0,15.4,27.03
2023-08-08,31.5,40.8,23.9,38,0.0,12.4,26.53
2023-08-09,27.3,35.0,21.9,56,0.0,11.2,24.69
2023-08-10,26.2,36.1,18.4,57,0.0,13.9,26.84
2023-08-11,27.6,38.3,18.7,54,0.0,12.1,26.55
2023-08-12,26.5,35.1,20.0,54,0.0,16.2,25.66
2023-08-13,23.4,32.6,17.4,59,0.0,16.6,26.25
2023-08-14,23.5,32.5,16.3,58,0.0,14.7,26.12
2023-08-15,24.2,32.4,17.3,59,0.0,12.5,23.5
2023-08-16,23.4,32.3,17.0,63,0.0,15.6,25.49
2023-08-17,23.9,32.0,17.3,62,0.0,16.6,25.29
2023-08-18,24.9,33.9,18.8,66,0.1,12.9,20.12
2023-08-19,26.3,34.4,19.9,67,0.0,10.4,23.56
2023-08-20,28.2,37.0,21.0,60,0.0,10.5,24.56
2023-08-21,30.6,40.7,21.1,44,0.0,7.0,24.64
2023-08-22,34.1,43.0,26.8,32,0.0,10.0,24.49
2023-08-23,32.5,40.9,25.0,37,0.0,8.9,24.36
2023-08-24,28.7,37.4,21.2,48,0.0,13.0,24.36
2023-08-25,26.9,35.6,20.5,47,0.0,13.2,21.91
2023-08-26,22.3,28.2,17.8,55,0.2,21.0,23.82
2023-08-27,21.5,28.7,15.5,53,0.0,20.6,24.47
2023-08-28,23.1,31.7,16.3,52,0.0,12.3,24.11
2023-08-29,23.5,32.0,17.1,57,0.0,16.7,23.84
2023-08-30,24.6,33.3,18.0,50,0.0,13.7,23.73
2023-08-31,24.6,33.3,16.6,52,0.0,9.3,23.7
2023-09-01,22.4,29.6,16.4,63,0.0,15.2,21.93
2023-09-02,21.0,26.7,17.7,73,3.4,11.6,18.09
2023-09-03,19.9,23.1,16.9,80,13.7,13.9,12.39
2023-09-04,20.2,23.7,16.0,70,2.0,17.4,14.13
2023-09-05,21.9,25.4,19.0,75,1.8,12.9,13.7
2023-09-06,23.0,29.3,17.1,70,0.0,7.2,19.71
2023-09-07,23.5,30.7,17.4,68,0.1,8.6,20.59
2023-09-08,23.5,30.2,18.8,71,0.6,10.5,18.0
2023-09-09,21.1,24.9,18.7,83,6.2,10.2,11.33
2023-09-10,20.6,25.4,17.9,86,3.7,7.7,13.98
2023-09-11,19.9,23.7,17.6,87,3.5,9.6,15.28
2023-09-12,20.5,25.8,16.3,80,0.1,8.9,20.15
2023-09-13,22.8,29.4,16.8,70,0.0,6.6,20.87
2023-09-14,24.3,31.1,19.4,61,0.1,10.7,17.74
2023-09-15,21.5,25.4,19.0,80,6.1,8.2,13.99
2023-09-16,18.9,22.4,16.3,85,30.4,14.3,9.87
2023-09-17,17.9,21.5,15.7,84,15.7,18.6,13.2
2023-09-18,18.5,22.9,15.0,79,0.6,5.3,19.02
2023-09-19,19.1,24.8,13.7,74,0.0,7.2,20.14
2023-09-20,18.1,22.7,14.0,79,0.0,11.3,15.87
2023-09-21,18.4,22.1,14.8,81,8.3,17.1,13.24
2023-09-22,17.1,21.8,13.2,78,0.0,9.6,15.82
2023-09-23,18.0,25.1,11.8,71,0.0,8.3,20.22
2023-09-24,20.9,29.0,14.9,61,0.0,11.9,20.03
2023-09-25,22.1,30.4,15.4,64,0.0,8.8,19.64
2023-09-26,22.3,29.8,15.7,72,0.0,5.7,18.28
2023-09-27,21.5,28.5,15.8,70,0.0,6.8,19.03
2023-09-28,21.7,29.5,14.5,73,0.0,5.2,18.88
2023-09-29,25.0,33.3,18.2,61,0.0,12.1,18.83
2023-09-30,26.7,35.3,20.5,48,0.0,11.4,18.69
2023-10-01,25.8,34.6,18.0,50,0.0,6.9,18.64
2023-10-02,23.6,31.1,17.0,63,0.0,5.8,18.23
2023-10-03,23.0,31.3,15.8,68,0.0,5.6,18.17
2023-10-04,23.6,32.0,16.0,64,0.0,6.9,18.12
2023-10-05,24.3,32.7,16.5,64,0.0,5.9,17.6
2023-10-06,26.7,35.9,20.3,43,0.0,13.0,16.1
2023-10-07,26.5,34.6,19.7,33,0.0,11.2,16.01
2023-10-08,25.6,34.1,18.2,38,0.0,7.4,17.25
2023-10-09,26.2,34.5,18.9,34,0.0,10.4,17.27
2023-10-10,25.7,33.6,19.0,33,0.0,9.2,16.84
2023-10-11,24.9,32.5,17.5,39,0.0,7.5,16.65
2023-10-12,25.2,33.0,17.6,42,0.0,8.1,16.34
2023-10-13,21.9,27.0,18.7,62,1.6,9.4,4.84
2023-10-14,20.3,24.3,16.5,77,0.4,4.8,11.9
2023-10-15,18.5,21.4,16.5,90,5.3,6.1,5.34
2023-10-16,19.7,22.0,17.4,87,1.0,12.7,4.75
2023-10-17,19.7,20.7,18.4,90,29.6,30.1,2.37
2023-10-18,19.4,22.6,17.2,82,3.2,22.8,10.77
2023-10-19,17.7,19.7,13.6,92,40.2,25.6,3.17
2023-10-20,15.0,18.1,12.4,81,3.7,18.0,11.61
2023-10-21,14.7,19.0,10.8,82,0.3,5.4,11.23
2023-10-22,14.4,16.7,12.1,85,4.6,14.9,3.92
2023-10-23,13.9,17.2,10.8,87,2.6,7.6,8.99
2023-10-24,14.6,17.7,10.3,91,15.1,16.1,5.12
2023-10-25,18.4,21.7,16.0,90,3.2,16.5,7.42
2023-10-26,18.1,21.0,13.9,91,9.3,23.7,4.58
2023-10-27,15.7,19.2,13.4,86,2.8,15.0,9.13
2023-10-28,16.4,20.0,13.9,87,2.7,20.6,8.97
2023-10-29,15.8,17.2,14.5,93,19.9,16.6,3.1
2023-10-30,14.2,17.7,11.0,83,0.6,9.7,12.14
2023-10-31,14.5,18.6,11.4,83,0.2,7.9,6.57
2023-11-01,17.4,20.5,14.4,88,8.7,22.2,7.59
2023-11-02,15.5,18.0,11.9,83,15.1,26.9,7.28
2023-11-03,14.0,15.9,12.4,80,1.1,20.5,5.91
2023-11-04,16.0,18.5,13.4,83,8.1,27.5,5.58
2023-11-05,13.3,16.6,10.4,77,0.6,14.6,11.13
2023-11-06,11.0,14.6,7.8,83,1.0,9.5,10.57
2023-11-07,11.0,16.0,7.2,85,0.4,7.9,9.23
2023-11-08,12.8,15.1,8.6,89,3.8,12.0,2.75
2023-11-09,14.3,17.4,11.0,82,1.3,11.3,11.34
2023-11-10,14.0,17.5,9.4,88,0.7,9.6,6.75
2023-11-11,17.5,20.2,16.0,89,3.5,16.7,7.7
2023-11-12,18.1,20.8,15.1,93,5.8,11.9,3.89
2023-11-13,16.5,20.5,13.3,90,0.3,6.1,7.12
2023-11-14,14.6,20.1,11.1,91,0.1,6.0,8.14
2023-11-15,15.7,21.2,11.4,91,0.0,6.8,9.8
2023-11-16,16.5,21.2,12.6,91,0.1,6.2,6.98
2023-11-17,15.0,19.4,12.2,93,0.0,8.2,9.19
2023-11-18,15.0,19.2,12.1,90,0.0,15.3,9.95
2023-11-19,15.3,20.9,12.1,86,0.0,11.0,10.7
2023-11-20,14.6,20.8,10.5,90,0.0,9.3,10.15
2023-11-21,12.4,17.1,9.3,77,0.0,10.7,10.75
2023-11-22,12.5,17.4,8.7,62,0.0,19.7,10.78
2023-11-23,11.3,16.4,8.1,63,0.0,17.8,10.73
2023-11-24,9.6,15.4,4.4,74,0.0,7.5,10.73
2023-11-25,9.6,16.0,5.5,88,0.0,5.7,10.0
2023-11-26,8.3,11.5,5.7,97,0.0,5.4,4.55
2023-11-27,11.7,14.7,8.0,94,0.3,7.0,4.04
2023-11-28,14.9,18.0,12.9,93,7.2,9.4,3.79
2023-11-29,16.4,18.4,15.1,93,2.8,16.9,5.03
2023-11-30,15.1,17.8,10.2,93,47.9,21.3,1.8
2023-12-01,9.4,12.7,6.7,86,0.7,10.5,8.23
2023-12-02,9.1,13.7,5.8,91,0.3,5.9,8.98
2023-12-03,9.2,13.2,5.4,88,2.0,12.0,5.58
2023-12-04,11.6,15.4,7.7,88,11.3,9.0,8.56
2023-12-05,8.8,10.3,7.2,87,2.5,16.3,1.49
2023-12-06,9.6,13.1,6.7,80,0.0,13.3,5.88
2023-12-07,12.8,15.6,9.9,95,29.1,12.0,1.53
2023-12-08,13.1,16.4,9.7,88,0.5,9.9,6.4
2023-12-09,14.3,17.8,11.5,95,2.5,10.3,4.0
2023-12-10,14.8,17.3,12.3,95,1.2,5.7,3.02
2023-12-11,13.9,18.2,10.6,91,0.0,7.1,7.15
2023-12-12,15.7,19.0,13.2,92,4.9,15.8,5.69
2023-12-13,11.7,14.3,8.5,82,0.0,13.2,8.39
2023-12-14,9.6,14.9,5.8,78,0.0,9.7,9.24
2023-12-15,10.2,15.8,6.7,72,0.0,17.8,9.21
2023-12-16,9.8,14.9,6.2,79,0.0,17.9,9.55
2023-12-17,8.6,14.0,5.1,82,0.0,14.2,9.55
2023-12-18,7.9,13.4,4.5,81,0.0,13.6,9.56
2023-12-19,6.6,13.6,2.3,83,0.0,9.9,9.25
2023-12-20,11.6,16.4,4.9,75,0.1,14.7,8.63
2023-12-21,9.3,15.9,3.9,74,0.0,6.6,9.18
2023-12-22,10.1,16.5,5.4,74,0.0,13.4,9.48
2023-12-23,9.1,15.0,5.2,76,0.0,14.9,9.39
2023-12-24,8.0,14.0,4.2,83,0.0,10.9,9.15
2023-12-25,6.9,12.7,2.8,92,0.0,8.5,6.61
2023-12-26,6.2,9.3,4.6,96,0.0,11.8,4.32
2023-12-27,6.4,9.8,3.7,91,0.0,15.0,6.84
2023-12-28,9.0,13.4,6.1,86,0.0,12.7,7.19
2023-12-29,9.3,12.9,7.1,89,0.3,10.8,5.8
2023-12-30,9.8,15.0,4.7,92,1.3,9.7,7.09
2023-12-31,10.7,13.4,8.4,94,0.9,7.5,2.89
2024-01-01,8.3,13.3,3.3,84,0.0,4.7,9.13
2024-01-02,13.6,17.5,7.5,91,5.9,17.4,2.42
2024-01-03,14.5,15.7,11.7,96,23.6,11.0,1.43
2024-01-04,12.6,15.0,9.1,92,7.3,10.3,5.62
2024-01-05,8.7,12.2,6.4,86,0.3,15.5,8.76
2024-01-06,8.1,12.1,4.8,81,0.0,6.6,8.76
2024-01-07,7.1,12.8,2.4,79,0.0,6.6,9.8
2024-01-08,6.4,8.9,3.3,88,2.0,10.8,2.87
2024-01-09,8.3,10.4,6.3,90,0.4,11.6,3.59
2024-01-10,10.4,13.4,8.5,91,0.3,6.8,4.75
2024-01-11,9.4,12.6,6.0,84,0.0,8.7,9.09
2024-01-12,8.4,13.7,4.5,76,0.0,19.8,7.58
2024-01-13,11.7,16.3,8.3,80,4.5,16.4,5.39
2024-01-14,14.3,18.1,10.5,91,9.2,13.2,3.97
2024-01-15,16.1,19.0,15.0,96,23.3,18.9,3.11
2024-01-16,16.3,19.5,13.7,88,35.3,21.9,6.21
2024-01-17,14.1,16.3,12.8,89,22.9,25.8,6.02
2024-01-18,13.7,16.3,12.6,91,19.8,12.0,5.38
2024-01-19,11.4,14.1,6.0,81,25.3,15.8,4.04
2024-01-20,6.8,12.3,2.6,68,0.0,7.8,11.31
2024-01-21,7.9,14.1,3.9,86,0.0,10.0,10.85
2024-01-22,9.5,15.6,3.8,90,0.0,6.2,9.92
2024-01-23,13.0,17.5,8.9,89,0.0,12.8,9.99
2024-01-24,13.9,19.6,10.1,84,0.0,18.1,11.12
2024-01-25,14.0,20.0,9.9,83,0.0,15.4,11.19
2024-01-26,14.4,20.0,10.4,80,0.0,16.8,10.3
2024-01-27,14.3,20.1,10.4,79,0.0,13.1,9.33
2024-01-28,13.4,17.2,10.6,88,0.0,11.3,6.25
2024-01-29,13.6,19.4,9.6,85,0.0,10.4,11.13
2024-01-30,12.8,18.9,8.7,84,0.0,14.7,10.56
2024-01-31,12.6,17.8,9.4,79,0.0,16.8,11.84
2024-02-01,13.1,19.7,8.7,75,0.0,15.3,12.32
2024-02-02,13.1,19.4,8.0,70,0.0,14.8,12.33
2024-02-03,12.5,18.3,8.9,76,0.0,13.9,12.39
2024-02-04,12.3,18.7,7.6,79,0.0,11.4,12.37
2024-02-05,12.3,18.0,7.9,80,0.0,8.2,9.94
2024-02-06,12.3,16.7,8.0,86,0.0,7.3,12.21
2024-02-07,14.3,18.6,10.8,88,1.6,12.7,8.38
2024-02-08,13.1,14.3,11.6,83,25.0,25.0,1.45
2024-02-09,13.1,15.3,10.6,90,12.5,23.2,6.26
2024-02-10,10.1,12.9,6.9,81,0.8,17.2,11.0
2024-02-11,10.2,13.6,6.7,90,10.7,10.3,3.31
2024-02-12,15.2,18.5,12.4,88,0.8,12.9,9.38
2024-02-13,16.0,18.3,13.4,95,2.7,10.3,4.02
2024-02-14,17.0,22.4,13.6,85,0.1,14.5,10.02
2024-02-15,14.9,17.7,11.8,83,9.9,15.7,6.7
2024-02-16,13.0,16.7,10.3,84,0.0,8.7,9.8
2024-02-17,13.3,19.8,8.3,77,0.0,6.4,14.25
2024-02-18,13.5,20.0,9.0,75,0.0,10.0,13.6
2024-02-19,14.0,20.8,8.8,78,0.0,10.2,14.79
2024-02-20,15.4,21.4,9.9,67,0.0,11.2,15.42
2024-02-21,13.6,19.0,8.4,80,0.0,6.7,13.1
2024-02-22,12.0,16.4,8.6,90,2.6,18.6,3.93
2024-02-23,9.7,13.1,7.8,78,1.2,21.6,13.03
2024-02-24,10.4,13.8,7.6,81,1.3,17.2,12.04
2024-02-25,13.5,15.9,11.5,89,14.9,27.4,7.64
2024-02-26,10.5,13.0,7.7,75,0.8,23.7,13.91
2024-02-27,9.4,14.6,5.1,65,0.0,14.3,16.78
2024-02-28,10.2,17.6,4.1,72,0.0,10.1,16.77
2024-02-29,10.8,15.8,7.3,79,0.1,17.8,12.33
2024-03-01,9.5,14.5,4.7,81,0.6,11.9,11.61
2024-03-02,9.7,12.7,6.7,89,12.3,21.3,3.55
2024-03-03,9.4,13.6,5.1,83,0.3,12.9,9.44
2024-03-04,11.3,16.1,8.1,84,2.4,14.7,10.8
2024-03-05,10.2,15.5,6.2,81,0.0,6.4,13.82
2024-03-06,10.4,16.4,4.5,76,0.0,7.6,14.57
2024-03-07,9.9,12.4,7.8,82,17.7,23.0,10.35
2024-03-08,10.3,14.0,7.3,84,14.8,24.9,11.24
2024-03-09,9.1,11.1,7.5,84,19.0,23.4,9.56
2024-03-10,11.3,15.2,8.8,78,4.2,22.3,15.01
2024-03-11,11.0,16.1,6.5,82,0.4,10.1,12.91
2024-03-12,12.3,19.5,6.4,78,0.0,9.8,18.16
2024-03-13,14.1,20.8,8.3,73,0.0,11.6,18.5
2024-03-14,14.0,18.0,10.7,86,1.1,9.1,9.32
2024-03-15,14.7,17.9,11.0,93,6.0,9.0,6.35
2024-03-16,17.3,22.9,13.5,82,0.0,7.5,15.86
2024-03-17,17.1,23.7,11.8,79,0.0,9.9,16.39
2024-03-18,17.6,24.4,11.7,75,0.0,8.6,18.09
2024-03-19,15.4,20.4,10.8,87,0.0,6.0,16.94
2024-03-20,13.1,19.6,9.2,85,0.1,9.0,13.24
2024-03-21,17.1,23.9,9.9,73,0.1,18.1,16.12
